holding_pressure;holding_pressure_time;melt_temp;mold_temp;cooling_time;volume_flow;max_deformation;lego
527;4.9;254;26;18.3;100.5469;0.5768737793000001;3x1_Lego
527;4.9;254;26;18.3;199.5469;0.5945354700000001;3x1_Lego
173;4.9;226;54;18.3;100.5469;0.8388034701;3x1_Lego
173;4.9;226;54;18.3;199.5469;0.8453189731;3x1_Lego
527;4.9;226;54;18.3;100.5469;0.5956504940999999;3x1_Lego
527;4.9;226;54;18.3;199.5469;0.6093977093999999;3x1_Lego
173;4.9;254;54;18.3;100.5469;1.003668904;3x1_Lego
173;4.9;254;54;18.3;199.5469;1.019907355;3x1_Lego
527;4.9;254;54;18.3;100.5469;0.7570791245;3x1_Lego
527;4.9;254;54;18.3;199.5469;0.7700511217;3x1_Lego
173;14.1;226;26;18.3;100.5469;0.5816600323000001;3x1_Lego
173;14.1;226;26;18.3;199.5469;0.58135885;3x1_Lego
527;14.1;226;26;18.3;100.5469;0.5235227942;3x1_Lego
527;14.1;226;26;18.3;199.5469;0.5235400796;3x1_Lego
173;14.1;254;26;18.3;100.5469;0.6100727915999999;3x1_Lego
173;14.1;254;26;18.3;199.5469;0.6101827621;3x1_Lego
527;14.1;254;26;18.3;100.5469;0.5504863261999999;3x1_Lego
527;14.1;254;26;18.3;199.5469;0.5520880222;3x1_Lego
173;14.1;226;54;18.3;100.5469;0.7533892989000001;3x1_Lego
173;14.1;226;54;18.3;199.5469;0.7540190816;3x1_Lego
527;14.1;226;54;18.3;100.5469;0.5910859108000001;3x1_Lego
527;14.1;226;54;18.3;199.5469;0.594393909;3x1_Lego
173;14.1;254;54;18.3;100.5469;0.7567489146999999;3x1_Lego
173;14.1;254;54;18.3;199.5469;0.7573699355;3x1_Lego
527;14.1;254;54;18.3;100.5469;0.6200616956;3x1_Lego
527;14.1;254;54;18.3;199.5469;0.6208219528000001;3x1_Lego
173;4.9;226;26;29.7;100.5469;0.595241189;3x1_Lego
173;4.9;226;26;29.7;199.5469;0.6037131548;3x1_Lego
527;4.9;226;26;29.7;100.5469;0.4401705265;3x1_Lego
527;4.9;226;26;29.7;199.5469;0.4399683177000001;3x1_Lego
173;4.9;254;26;29.7;100.5469;0.7470099330000001;3x1_Lego
173;4.9;254;26;29.7;199.5469;0.7640360594000001;3x1_Lego
527;4.9;254;26;29.7;100.5469;0.5501574874;3x1_Lego
527;4.9;254;26;29.7;199.5469;0.5670088529999999;3x1_Lego
173;4.9;226;54;29.7;100.5469;0.8105374575000001;3x1_Lego
173;4.9;226;54;29.7;199.5469;0.8163914680000001;3x1_Lego
527;4.9;226;54;29.7;100.5469;0.5828200579;3x1_Lego
527;4.9;226;54;29.7;199.5469;0.5964854956;3x1_Lego
173;4.9;254;54;29.7;100.5469;0.9759784341;3x1_Lego
173;4.9;254;54;29.7;199.5469;0.9912154078;3x1_Lego
527;4.9;254;54;29.7;100.5469;0.7458907962000001;3x1_Lego
527;4.9;254;54;29.7;199.5469;0.7580122948000001;3x1_Lego
173;14.1;226;26;29.7;100.5469;0.5632747412;3x1_Lego
173;14.1;226;26;29.7;199.5469;0.5580531359;3x1_Lego
527;14.1;226;26;29.7;100.5469;0.4395135343;3x1_Lego
527;14.1;226;26;29.7;199.5469;0.43991184229999997;3x1_Lego
173;14.1;254;26;29.7;100.5469;0.5515478849000001;3x1_Lego
173;14.1;254;26;29.7;199.5469;0.5497861505;3x1_Lego
527;14.1;254;26;29.7;100.5469;0.4680439830000001;3x1_Lego
527;14.1;254;26;29.7;199.5469;0.4704008102;3x1_Lego
173;14.1;226;54;29.7;100.5469;0.7131968140999999;3x1_Lego
173;14.1;226;54;29.7;199.5469;0.7129610777000001;3x1_Lego
527;14.1;226;54;29.7;100.5469;0.5277448297;3x1_Lego
527;14.1;226;54;29.7;199.5469;0.5304561257;3x1_Lego
173;14.1;254;54;29.7;100.5469;0.7115837932;3x1_Lego
173;14.1;254;54;29.7;199.5469;0.7207488418000001;3x1_Lego
527;14.1;254;54;29.7;100.5469;0.5610622764000001;3x1_Lego
527;14.1;254;54;29.7;199.5469;0.5609808564000001;3x1_Lego
350;9.5;240;40;24.0;150.0469;0.5561448932;3x1_Lego
350;9.5;240;40;24.0;220.0469;0.555854857;3x1_Lego
350;9.5;240;40;24.0;80.0469;0.5573050380000001;3x1_Lego
600;9.5;240;40;24.0;150.0469;0.5201641917000001;3x1_Lego
100;9.5;240;40;24.0;150.0469;0.6579263806;3x1_Lego
350;9.5;260;40;24.0;150.0469;0.5774185658000001;3x1_Lego
350;9.5;220;40;24.0;150.0469;0.5499722958000001;3x1_Lego
350;9.5;240;60;24.0;150.0469;0.6784596443;3x1_Lego
350;9.5;240;20;24.0;150.0469;0.509016335;3x1_Lego
350;16.0;240;40;24.0;150.0469;0.5561963320000001;3x1_Lego
350;3.0;240;40;24.0;150.0469;0.8588954806;3x1_Lego
350;9.5;240;40;31.989;150.0469;0.5367005467;3x1_Lego
350;9.5;240;40;16.011;150.0469;0.6244317293;3x1_Lego
